Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
Town of Newburgh,Newburgh,NY,2143,20143,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"423,566 ",2,DR,DO,2,,$0.70 ,,0.05 ,,$32.90 ,,2.3 ,,$14.12 ,,$0.00 ,,,"$2,970 ",,"$59,936 ",,"4,244 ",,"1,822 ",,0 ,,"24,281 ",,No,,,,,,
Hooker Co,Mullen,NE,7R04-032,7R04-70143,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$8.53 ,,0.16 ,,$21.62 ,,0.4 ,,$54.17 ,,$0.00 ,,,"$2,799 ",,"$17,769 ",,328 ,,822 ,,0 ,,"18,779 ",,No,,,,,,
City of Port Jervis,Port Jervis,NY,2R02-012,2R02-20988,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.00 ,,0.05 ,,$88.10 ,,4.5 ,,$19.75 ,,$0.00 ,,,"$8,985 ",,"$177,442 ",,"8,985 ",,"2,014 ",,0 ,,"20,208 ",,No,,,,,,
City of Dania Beach,Dania,FL,,40261,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",2,MB,PT,2,,$0.00 ,,0.00 ,,$44.97 ,,6.8 ,,$6.65 ,,$0.00 ,,,$0 ,,"$236,158 ",,"35,538 ",,"5,252 ",,0 ,,"60,352 ",,No,,,,,,
Municipality of Fajardo,Fajardo,PR,4164,40164,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"85,225 ",2,MB,DO,2,,$0.00 ,,0.00 ,,$132.62 ,,15.0 ,,$8.84 ,,$0.00 ,,,$0 ,,"$29,706 ",,"3,360 ",,224 ,,0 ,,"1,149 ",,No,,,,,,
City of El Dorado Springs,El Dorado Springs,MO,7R03-013,7R03-70177,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.00 ,,0.11 ,,$59.40 ,,6.5 ,,$9.20 ,,$0.00 ,,,"$14,281 ",,"$131,390 ",,"14,281 ",,"2,212 ",,0 ,,"26,622 ",,No,,,,,,
Saunders County Transportation,Wahoo,NE,7R04-051,7R04-70253,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.46 ,,0.03 ,,$89.20 ,,1.8 ,,$50.46 ,,$0.00 ,,,"$2,566 ",,"$88,401 ",,"1,752 ",,991 ,,0 ,,"15,739 ",,No,,,,,,
"Paola Senior Citizen Center, Inc.",Paola,KS,7R02-061,7R02-70163,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$2.57 ,,0.10 ,,$75.06 ,,2.9 ,,$26.02 ,,$0.00 ,,,"$5,518 ",,"$55,918 ",,"2,149 ",,745 ,,0 ,,"17,973 ",,No,,,,,,
Taliaferro County Board of Commissioners,Crawfordville,GA,4R03-030,4R03-41046,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$5.52 ,,0.07 ,,$56.60 ,,0.7 ,,$80.10 ,,$0.00 ,,,"$3,552 ",,"$51,507 ",,643 ,,910 ,,0 ,,"12,140 ",,No,,,,,,
"East Dakota Transit, Inc.",Madison,SD,8R04-008,8R04-80190,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$0.90 ,,0.05 ,,$101.55 ,,5.9 ,,$17.14 ,,$0.00 ,,,"$9,402 ",,"$178,227 ",,"10,399 ",,"1,755 ",,0 ,,"20,882 ",,No,,,,,,
City of Guadalupe,Guadalupe,CA,9R02-042,9R02-91043,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,1,,$0.00 ,,0.00 ,,$67.69 ,,2.3 ,,$29.45 ,,$0.00 ,,,$0 ,,"$27,416 ",,931 ,,405 ,,0 ,,"8,719 ",,No,,,,,,
Cedar Area Transportation Service,Cedar City,UT,8R06-004,8R06-80248,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,1,,$2.49 ,,0.16 ,,$36.31 ,,2.4 ,,$15.19 ,,$0.00 ,,,"$13,647 ",,"$83,360 ",,"5,487 ",,"2,296 ",,0 ,,"32,284 ",,No,,,,,,
Shoshone County,Wallace,ID,,0R01-00404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,PT,1,,$0.00 ,,0.00 ,,$57.64 ,,10.9 ,,$5.29 ,,$0.00 ,,,$0 ,,"$139,717 ",,"26,387 ",,"2,424 ",,0 ,,"51,677 ",,No,,,,,,
City of Milton-Freewater,Milton Freewater,OR,0063,00063,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"55,805 ",2,DR,TX,1,,$1.21 ,,0.03 ,,$305.99 ,,6.4 ,,$48.09 ,,$0.00 ,,,"$2,498 ",,"$99,448 ",,"2,068 ",,325 ,,0 ,,"3,294 ",,No,,,,,,
Shoshone County,Wallace,ID,,0R01-00404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,1,,$0.00 ,,0.00 ,,$34.10 ,,2.0 ,,$16.75 ,,$0.00 ,,,$0 ,,"$32,535 ",,"1,942 ",,954 ,,0 ,,"20,645 ",,No,,,,,,
City of Escalon,Escalon,CA,9R02-061,9R02-91078,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,PT,1,,$1.15 ,,0.02 ,,$85.23 ,,1.1 ,,$74.60 ,,$0.00 ,,,"$1,006 ",,"$65,202 ",,874 ,,765 ,,0 ,,"19,120 ",,No,,,,,,
Municipality of Catano,Catano,PR,4163,40163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,0 ,2,MB,DO,1,,$0.00 ,,0.00 ,,$25.79 ,,10.9 ,,$2.36 ,,$0.00 ,,,$0 ,,"$24,496 ",,"10,400 ",,950 ,,0 ,,"7,850 ",,No,,,,,,
City of Guadalupe,Guadalupe,CA,9R02-042,9R02-91043,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,PT,1,,$0.00 ,,0.00 ,,$194.78 ,,7.9 ,,$24.53 ,,$0.00 ,,,$0 ,,"$589,787 ",,"24,044 ",,"3,028 ",,0 ,,"54,454 ",,No,,,,,,
Cedar Area Transportation Service,Cedar City,UT,8R06-004,8R06-80248,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,DO,1,,$1.80 ,,0.21 ,,$28.12 ,,3.3 ,,$8.40 ,,$0.00 ,,,"$18,587 ",,"$86,763 ",,"10,326 ",,"3,086 ",,0 ,,"50,204 ",,No,,,,,,
City of Milton-Freewater,Milton Freewater,OR,0063,00063,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"55,805 ",2,MB,PT,1,,$0.00 ,,0.00 ,,$109.92 ,,1.8 ,,$60.30 ,,$0.00 ,,,$0 ,,"$160,266 ",,"2,658 ",,"1,458 ",,0 ,,"21,988 ",,No,,,,,,
City of Escalon,Escalon,CA,9R02-061,9R02-91078,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,1,,$8.44 ,,0.01 ,,"$1,567.23 ",,2.8 ,,$569.90 ,,$0.00 ,,,"$1,392 ",,"$94,034 ",,165 ,,60 ,,0 ,,947 ,,No,,,,,,
Municipality of Catano,Catano,PR,4163,40163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,0 ,2,DR,DO,1,,$0.00 ,,0.00 ,,$63.06 ,,1.5 ,,$41.18 ,,$0.00 ,,,$0 ,,"$35,000 ",,850 ,,555 ,,0 ,,"3,500 ",,No,,,,,,
Municipality of Fajardo,Fajardo,PR,4164,40164,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"85,225 ",2,DR,DO,0,,$0.00 ,,0.00 ,,$0.00 ,,0.0 ,,$0.00 ,,$0.00 ,,,$0 ,,"$4,621 ",,0 ,,0 ,,0 ,,0 ,,No,,,,,,
City of Cedartown,Cedartown,GA,4R03-092,4R03-41035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.75 ,,0.05 ,,$33.80 ,,2.1 ,,$16.41 ,,$0.00 ,,,"$2,422 ",,"$52,826 ",,"3,219 ",,"1,563 ",,0 ,,"14,811 ",,No,,,,,,
Lumpkin County ,Dahlonega,GA,4R03-010,4R03-41158,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$2.72 ,,0.03 ,,$102.45 ,,1.1 ,,$93.52 ,,$0.00 ,,,"$3,276 ",,"$112,697 ",,"1,205 ",,"1,100 ",,0 ,,"8,808 ",,No,,,,,,
City of Benkelman,Benkelman,NE,7R04-020,7R04-70244,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.87 ,,0.01 ,,$242.56 ,,3.6 ,,$67.28 ,,$0.00 ,,,$577 ,,"$44,873 ",,667 ,,185 ,,0 ,,"1,111 ",,No,,,,,,
Fulton County,Johnstown,NY,2R02-028,2R02-20964,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,MB,PT,1,,$1.84 ,,0.03 ,,$80.76 ,,1.5 ,,$54.31 ,,$0.00 ,,,"$8,841 ",,"$260,781 ",,"4,802 ",,"3,229 ",,0 ,,"64,195 ",,No,,,,,,
Butte Silver Bow COA,Butte,MT,,8R02-88296,Area Agency on Aging,Rural Reporter,0 ,1,DR,DO,1,,$0.00 ,,0.00 ,,$17.40 ,,1.0 ,,$16.87 ,,$0.00 ,,,$0 ,,"$16,043 ",,951 ,,922 ,,0 ,,"4,429 ",,No,,,,,,
City of Pico Rivera,Pico Rivera,CA,,90288,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",1,DR,PT,1,,$0.00 ,,0.00 ,,$563.45 ,,1.5 ,,$368.75 ,,$0.00 ,,,$0 ,,"$463,153 ",,"1,256 ",,822 ,,0 ,,"6,739 ",,No,,,,,,
Town of Hillsboro Beach,Pompano Beach,FL,,40248,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",1,MB,PT,1,,$0.00 ,,0.00 ,,$54.59 ,,4.9 ,,$11.08 ,,$0.00 ,,,$0 ,,"$73,750 ",,"6,659 ",,"1,351 ",,0 ,,"16,495 ",,No,,,,,,
City of Silverton,Silverton,OR,0R02-027,0R02-00300,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.31 ,,0.01 ,,$43.12 ,,2.1 ,,$20.94 ,,$0.00 ,,,$821 ,,"$56,012 ",,"2,675 ",,"1,299 ",,0 ,,"6,977 ",,No,,,,,,
Town of Highlands ,Highland Falls,NY,2182,20182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"423,566 ",1,DR,DO,1,,$0.59 ,,0.03 ,,$42.92 ,,2.1 ,,$20.07 ,,$0.00 ,,,"$2,078 ",,"$70,946 ",,"3,535 ",,"1,653 ",,0 ,,"10,954 ",,No,,,,,,
City of Laurel,Laurel,MT,8R02-043,8R02-80262,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$1.92 ,,0.05 ,,$42.36 ,,1.1 ,,$39.90 ,,$0.00 ,,,"$3,138 ",,"$65,150 ",,"1,633 ",,"1,538 ",,0 ,,"8,514 ",,No,,,,,,
"Grant County, dba: Grant/Arthur Handibus",Hyannis,NE,7R04-025,7R04-70079,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$5.08 ,,0.02 ,,$103.68 ,,0.5 ,,$225.91 ,,$0.00 ,,,$483 ,,"$21,461 ",,95 ,,207 ,,0 ,,"6,570 ",,No,,,,,,
City of Lighthouse Point,Pompano Beach,FL,,40240,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",1,MB,DO,1,,$0.00 ,,0.00 ,,$39.12 ,,5.7 ,,$6.83 ,,$0.00 ,,,$0 ,,"$54,500 ",,"7,985 ",,"1,393 ",,0 ,,"18,172 ",,No,,,,,,
Cheyenne County,Saint Francis,KS,,7R02-77082,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.04 ,,0.00 ,,$189.95 ,,7.3 ,,$25.98 ,,$0.00 ,,,$60 ,,"$39,700 ",,"1,528 ",,209 ,,0 ,,"2,273 ",,No,,,,,,
Hoisington Commission on Aging/City of Hoisington,Hoisington,KS,7R02-088,7R02-70115,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.31 ,,0.04 ,,$36.83 ,,5.0 ,,$7.39 ,,$0.00 ,,,"$1,364 ",,"$32,997 ",,"4,465 ",,896 ,,0 ,,"6,612 ",,No,,,,,,
"NEW BOURBON REGIONAL PORT AUTH, dba: New Bourbon Regional Port Authority",Perryville,MO,,7R03-77086,Private-Non-Profit Corporation,Rural Reporter,0 ,1,FB,DO,1,,$7.85 ,,0.42 ,,$375.49 ,,20.1 ,,$18.71 ,,$0.00 ,,,"$82,887 ",,"$197,506 ",,"10,557 ",,526 ,,0 ,,"3,928 ",,No,,,,,,
City of Plainview Handivan,Plainview,NE,7R04-063,7R04-70193,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$2.18 ,,0.14 ,,$31.89 ,,2.0 ,,$16.01 ,,$0.00 ,,,"$2,576 ",,"$18,944 ",,"1,183 ",,594 ,,0 ,,"6,808 ",,No,,,,,,
"Mission Hill Link, Inc.",Boston,MA,1160,10182,Private-Non-Profit Corporation,Reduced Reporter,"4,181,019 ",1,MB,PT,1,,$0.54 ,,0.03 ,,$59.42 ,,3.1 ,,$19.34 ,,$0.00 ,,,"$3,827 ",,"$137,434 ",,"7,105 ",,"2,313 ",,0 ,,"11,261 ",,No,,,,,,
The Tulalip Tribes of Washington,Tulalip,WA,0060,00060,Tribe,Reduced Reporter,0 ,1,MB,DO,1,,$0.00 ,,0.00 ,,$63.99 ,,0.5 ,,$130.80 ,,$0.00 ,,,$0 ,,"$88,942 ",,680 ,,"1,390 ",,0 ,,"15,015 ",,No,,,,,,
City of Wakeeney Transportation Bus,Wa Keeney,KS,7R02-045,7R02-70094,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$1.14 ,,0.21 ,,$79.77 ,,15.0 ,,$5.33 ,,$0.00 ,,,"$7,400 ",,"$34,699 ",,"6,515 ",,435 ,,0 ,,"3,280 ",,No,,,,,,
Scottsville Transit,Scottsville,KY,,4R04-44944,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,MB,DO,1,,$0.30 ,,0.00 ,,$59.39 ,,0.9 ,,$68.55 ,,$0.00 ,,,$618 ,,"$143,259 ",,"2,090 ",,"2,412 ",,0 ,,"19,950 ",,No,,,,,,
Los Angeles County Dept. of Public Works - Lennox Shuttle,Alhambra,CA,,90275,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",1,MB,PT,1,,$0.20 ,,0.02 ,,$90.59 ,,7.8 ,,$11.55 ,,$0.00 ,,,"$5,039 ",,"$296,593 ",,"25,686 ",,"3,274 ",,0 ,,"33,598 ",,No,,,,,,
Alpine County Local Transportation Commission,Markleeville,CA,9R02-055,9R02-91116,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$7.67 ,,0.04 ,,$99.29 ,,0.5 ,,$196.88 ,,$0.00 ,,,"$3,139 ",,"$80,522 ",,409 ,,811 ,,0 ,,"11,834 ",,No,,,,,,
Los Angeles County Department of Public Works - East Valinda,Alhambra,CA,,90272,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",1,MB,PT,1,,$0.17 ,,0.01 ,,$81.89 ,,3.3 ,,$24.56 ,,$0.00 ,,,"$2,193 ",,"$325,273 ",,"13,245 ",,"3,972 ",,0 ,,"44,071 ",,No,,,,,,
City of McFarland,Mcfarland,CA,9R02-024,9R02-91110,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.00 ,,0.00 ,,$157.26 ,,4.7 ,,$33.19 ,,$0.00 ,,,$0 ,,"$70,926 ",,"2,137 ",,451 ,,0 ,,"3,857 ",,No,,,,,,
Los Angeles County Department of Public Works - Avocado Heights,Alhambra,CA,,90270,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",1,MB,PT,1,,$0.17 ,,0.01 ,,$77.94 ,,3.9 ,,$19.93 ,,$0.00 ,,,"$2,486 ",,"$286,665 ",,"14,381 ",,"3,678 ",,0 ,,"39,443 ",,No,,,,,,
Brantley County,Nahunta,GA,,4R03-44936,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,PT,1,,$0.22 ,,0.00 ,,$83.85 ,,0.8 ,,$107.21 ,,$0.00 ,,,$116 ,,"$56,179 ",,524 ,,670 ,,0 ,,"8,445 ",,No,,,,,,
City of Russell,Russell,KS,7R02-053,7R02-70241,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.87 ,,0.13 ,,$49.51 ,,7.5 ,,$6.61 ,,$0.00 ,,,"$9,633 ",,"$73,028 ",,"11,053 ",,"1,475 ",,0 ,,"18,377 ",,No,,,,,,
Noorvik Native Community,Noorvik,AK,,00462,Tribe,Reduced Reporter,0 ,1,DR,DO,1,,$0.00 ,,0.00 ,,$29.35 ,,6.5 ,,$4.49 ,,$0.00 ,,,$0 ,,"$59,695 ",,"13,308 ",,"2,034 ",,0 ,,"7,690 ",,No,,,,,,
Aroostook Band of Micmacs,Presque Isle,ME,1T02,11146,Tribe,Reduced Reporter,0 ,1,DR,DO,1,,$0.00 ,,0.00 ,,$115.85 ,,1.8 ,,$63.60 ,,$0.00 ,,,$0 ,,"$9,731 ",,153 ,,84 ,,0 ,,"2,454 ",,No,,,,,,
Town of Lauderdale-By-The-Sea,Lauderdale By The Sea,FL,,40260,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",1,MB,PT,1,,$0.00 ,,0.00 ,,$47.90 ,,8.0 ,,$5.98 ,,$0.00 ,,,$0 ,,"$110,734 ",,"18,533 ",,"2,312 ",,0 ,,"24,916 ",,No,,,,,,
City of Shelby,Shelby,OH,5195,50195,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"75,250 ",1,DR,DO,1,,$0.68 ,,0.07 ,,$20.53 ,,2.0 ,,$10.14 ,,$0.00 ,,,"$1,957 ",,"$29,132 ",,"2,872 ",,"1,419 ",,0 ,,"9,742 ",,No,,,,,,
City of Bethel,Bethel,AK,0R04-016,0R04-00387,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,MB,DO,1,,$0.00 ,,0.00 ,,$758.25 ,,2.1 ,,$367.88 ,,$0.00 ,,,$0 ,,"$458,741 ",,"1,247 ",,605 ,,0 ,,"8,174 ",,No,,,,,,
Bay Mills Indian Community,Brimley,MI,5T07,50007,Tribe,Reduced Reporter,0 ,1,MB,DO,1,,$1.15 ,,0.02 ,,$70.80 ,,1.2 ,,$61.27 ,,$0.00 ,,,"$1,560 ",,"$82,839 ",,"1,352 ",,"1,170 ",,0 ,,"30,051 ",,No,,,,,,
Chemehuevi Indian Tribe,Havasu Lake,CA,9T27,99316,Tribe,Reduced Reporter,0 ,1,FB,DO,1,,$1.54 ,,0.64 ,,$63.47 ,,26.4 ,,$2.40 ,,$0.00 ,,,"$300,405 ",,"$467,293 ",,"194,622 ",,"7,363 ",,0 ,,"41,232 ",,No,,,,,,
"County of Rensselaer, dba: Rensselaer County Planning Department",Troy,NY,2R02-037,2R02-20968,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,CB,PT,1,,$1.92 ,,0.02 ,,$124.77 ,,1.4 ,,$89.86 ,,$0.00 ,,,"$5,088 ",,"$237,682 ",,"2,645 ",,"1,905 ",,0 ,,"51,154 ",,No,,,,,,
Lower Elwha Klallam Tribe,Port Angeles,WA,,00401,Tribe,Reduced Reporter,0 ,1,MB,DO,1,,$0.00 ,,0.00 ,,$68.14 ,,1.3 ,,$52.69 ,,$0.00 ,,,$0 ,,"$23,236 ",,441 ,,341 ,,0 ,,"9,820 ",,No,,,,,,
Kalispel Tribe of Indians,Cusick,WA,0T09,00009,Tribe,Reduced Reporter,0 ,1,MB,DO,1,,$0.00 ,,0.00 ,,$235.78 ,,1.2 ,,$201.74 ,,$0.00 ,,,$0 ,,"$149,486 ",,741 ,,634 ,,0 ,,"21,903 ",,No,,,,,,
Gateway Community Services Organization,West Liberty,KY,4R04-025,4R04-40972,Private-Non-Profit Corporation,Rural Reporter,0 ,1,DR,DO,1,,$0.71 ,,0.02 ,,$73.41 ,,1.8 ,,$41.43 ,,$0.00 ,,,"$1,357 ",,"$78,916 ",,"1,905 ",,"1,075 ",,0 ,,"10,403 ",,No,,,,,,
"City of La Grange, dba: Oldham's Public Bus",La Grange,KY,4218,40218,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"972,546 ",1,MB,DO,1,,$0.48 ,,0.03 ,,$52.12 ,,3.7 ,,$14.12 ,,$0.00 ,,,"$5,208 ",,"$154,494 ",,"10,939 ",,"2,964 ",,0 ,,"33,953 ",,No,,,,,,
Logan County Hospital,Oakley,KS,7R02-051,7R02-70199,Private-Non-Profit Corporation,Rural Reporter,0 ,1,DR,DO,1,,$1.41 ,,0.15 ,,$119.46 ,,13.1 ,,$9.13 ,,$0.00 ,,,"$6,637 ",,"$42,887 ",,"4,698 ",,359 ,,0 ,,"3,973 ",,No,,,,,,
City of Edgerton,Edgerton,WI,5R06-014,5R06-50391,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,PT,1,,$3.09 ,,0.15 ,,$28.76 ,,1.4 ,,$20.38 ,,$0.00 ,,,"$12,425 ",,"$81,872 ",,"4,017 ",,"2,847 ",,0 ,,"16,450 ",,No,,,,,,
Berrien County,Nashville,GA,4R03-116,4R03-41128,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,PT,1,,$1.20 ,,0.01 ,,$149.10 ,,1.0 ,,$156.00 ,,$0.00 ,,,"$1,352 ",,"$175,347 ",,"1,124 ",,"1,176 ",,0 ,,"24,836 ",,No,,,,,,
Loup City,Loup City,NE,7R04-055,7R04-70192,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.56 ,,0.01 ,,$80.64 ,,1.2 ,,$64.75 ,,$0.00 ,,,$330 ,,"$38,463 ",,594 ,,477 ,,0 ,,"2,878 ",,No,,,,,,
City of Bonner Springs,Bonner Springs,KS,7R02-002,7R02-70089,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,DO,1,,$0.78 ,,0.07 ,,$60.71 ,,5.2 ,,$11.65 ,,$0.00 ,,,"$5,364 ",,"$80,621 ",,"6,918 ",,"1,328 ",,0 ,,"14,628 ",,No,,,,,,
Telfair County Transit,Mc Rae,GA,4R03-073,4R03-41099,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,PT,1,,$1.69 ,,0.01 ,,$218.17 ,,1.8 ,,$122.29 ,,$0.00 ,,,"$1,284 ",,"$92,942 ",,760 ,,426 ,,0 ,,"2,481 ",,No,,,,,,
Shoshoni Senior Citizens,,WY,8R05-046,8R05-80127,Private-Non-Profit Corporation,Rural Reporter,0 ,1,DR,DO,1,,$1.27 ,,0.02 ,,$41.13 ,,0.6 ,,$63.36 ,,$0.00 ,,,$94 ,,"$4,689 ",,74 ,,114 ,,0 ,,"2,586 ",,No,,,,,,
"City of Needles, dba: Needles Area Transit",Needles,CA,9R02-063,9R02-91020,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,MB,PT,1,,$1.45 ,,0.06 ,,$117.39 ,,4.6 ,,$25.45 ,,$0.00 ,,,"$22,948 ",,"$402,414 ",,"15,813 ",,"3,428 ",,0 ,,"50,069 ",,No,,,,,,
"Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao",Humacao,PR,4126,40126,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",1,DR,DO,1,,$0.00 ,,0.00 ,,"$12,644.57 ",,2.9 ,,"$4,425.60 ",,$0.00 ,,,$0 ,,"$88,512 ",,20 ,,7 ,,0 ,,63 ,,No,,,,,,
"Callaway District Hospital, dba: Callaway District Hospital Public Transportation",Callaway,NE,,7R04-77087,Other Publicly-Owned or Privately Chartered Corporation,Rural Reporter,0 ,1,DR,DO,1,,$4.54 ,,0.06 ,,$315.04 ,,4.3 ,,$73.41 ,,$0.00 ,,,$936 ,,"$15,122 ",,206 ,,48 ,,0 ,,180 ,,No,,,,,,
Town of Bedford,Bedford,MA,1156,10178,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,181,019 ",1,MB,DO,1,,$1.16 ,,0.00 ,,$530.45 ,,2.0 ,,$269.88 ,,$0.00 ,,,$66 ,,"$15,383 ",,57 ,,29 ,,0 ,,182 ,,No,,,,,,
Los Angeles County Dept. of Public Works - Athens Shuttle Service,Alhambra,CA,,90269,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",1,MB,PT,1,,$0.19 ,,0.01 ,,$78.46 ,,3.7 ,,$21.22 ,,$0.00 ,,,"$2,287 ",,"$256,940 ",,"12,110 ",,"3,275 ",,0 ,,"35,798 ",,No,,,,,,
Ellsworth County Council on Aging,Ellsworth,KS,7R02-038,7R02-70167,Private-Non-Profit Corporation,Rural Reporter,0 ,1,DR,DO,1,,$1.08 ,,0.12 ,,$25.00 ,,2.9 ,,$8.71 ,,$0.00 ,,,"$3,636 ",,"$29,224 ",,"3,356 ",,"1,169 ",,0 ,,"11,988 ",,No,,,,,,
Pulaski County Transit,Hawkinsville,GA,4R03-044,4R03-40925,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,1,DR,PT,1,,$1.00 ,,0.04 ,,$32.44 ,,1.2 ,,$27.41 ,,$0.00 ,,,"$2,167 ",,"$59,424 ",,"2,168 ",,"1,832 ",,0 ,,"9,582 ",,No,,,,,,
Seldovia Village Tribe,Seldovia,AK,0T23,00199,Tribe,Reduced Reporter,0 ,1,FB,DO,1,,$21.25 ,,0.99 ,,"$1,158.49 ",,53.9 ,,$21.49 ,,$0.00 ,,,"$364,149 ",,"$368,400 ",,"17,139 ",,318 ,,0 ,,"6,360 ",,No,,,,,,
Inter-Island Ferry Authority,Craig,AK,0R04-010,0R04-00382,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,1,FB,DO,1,,$39.15 ,,0.27 ,,"$2,273.98 ",,15.8 ,,$143.73 ,,$0.00 ,,,"$1,092,736 ",,"$4,011,297 ",,"27,908 ",,"1,764 ",,0 ,,"21,168 ",,No,,,,,,
