"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Alameda-Contra Costa Transit District","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","546","RB","Bus Rapid Transit","DO","16","0.4405","W","0.0833",,"246.8256",,"46.6837","W","5.2872","W","1.9169","W","1553579",,"18646194",,"3526675","W","75544",,"9727136","W","656175",
"Alameda-Contra Costa Transit District","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","546","CB","Commuter Bus","DO","24","4.46","W","0.1556",,"269.0331",,"9.3882","W","28.6566","W","2.4141","W","1205681",,"7746809",,"270332","W","28795",,"3208971","W","394623",
"Alameda-Contra Costa Transit District","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","546","MB","Bus","DO","359","1.2677","W","0.0812",,"257.9994",,"16.5303","W","15.6076","W","4.4728","W","31834241",,"391936880",,"25111856","W","1519139",,"87625977","W","15721061",
"Alameda-Contra Costa Transit District","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","546","MB","Bus","PT","15","1.9725",,"0.0771",,"133.695",,"5.2246",,"25.5896",,"2.0415",,"240496",,"3120041",,"121926",,"23337",,"1528332",,"401668",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","752","MB","Bus","DO","349","0.5003","W","0.066",,"265.1024",,"34.9599","W","7.583","W","3.7621","W","27198541",,"412244509",,"54363946","W","1555039",,"109579631","W","12259450",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","752","LR","Light Rail","DO","115","0.5003","W","0.0347",,"392.9488",,"27.2241","W","14.4338","W","6.7507","W","7000608",,"201968211",,"13992686","W","513981",,"29918002","W","4295819",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","752","SR","Streetcar Rail","DO","12","0.5003","W","0.0435",,"655.2718",,"57.013","W","11.4934","W","7.992","W","1306337",,"30010137",,"2611080","W","45798",,"3755042","W","224975",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","752","TB","Trolleybus","DO","158","0.5003","W","0.0808",,"270.8272",,"43.7129","W","6.1956","W","4.181","W","14703797",,"182086368",,"29389681","W","672334",,"43551338","W","4062341",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","752","CC","Cable Car","DO","24","5.0141","W","0.1456",,"940.5976",,"27.3096","W","34.442","W","26.4715","W","10801075",,"74193395",,"2154157","W","78879",,"2802765","W","169217",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","752","DR","Demand Response","PT","94","2.2767",,"0.0202",,"147.7723",,"1.3142",,"112.4416",,"18.1445",,"420645",,"20774715",,"184760",,"140586",,"1144958",,"1018545",
"Golden Gate Bridge, Highway and Transportation District","San Francisco","CA","90016","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","59","MB","Bus","DO","42","7.0087",,"0.1182",,"509.8544",,"8.5959",,"59.3139",,"3.7219",,"7274483",,"61563392",,"1037926",,"120747",,"16540824",,"2099125",
"Golden Gate Bridge, Highway and Transportation District","San Francisco","CA","90016","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","59","FB","Ferryboat","DO","5","9.6966",,"0.2251",,"2799.607",,"64.9875",,"43.0792",,"4.1829",,"6694183",,"29740225",,"690362",,"10623",,"7110009",,"127478",
"Golden Gate Bridge, Highway and Transportation District","San Francisco","CA","90016","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","59","DR","Demand Response","PT","12","4.9987",,"0.0499",,"154.0349",,"1.538",,"100.1505",,"8.6913",,"85708",,"1717181",,"17146",,"11148",,"197575",,"213397",
"City of Santa Rosa","Santa Rosa","CA","90017","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","79498","Santa Rosa, CA","297329","31","MB","Bus","DO","20","0.7446",,"0.0658",,"172.276",,"15.2139",,"11.3236",,"4.5579",,"765859",,"11646205",,"1028492",,"67602",,"2555175",,"734176",
"City of Santa Rosa","Santa Rosa","CA","90017","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","79498","Santa Rosa, CA","297329","31","DR","Demand Response","PT","10","2.8591",,"0.0502",,"99.726",,"1.7508",,"56.9609",,"13.3533",,"70779",,"1410125",,"24756",,"14140",,"105601",,"153471",
"City of Santa Rosa","Santa Rosa","CA","90017","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","79498","Santa Rosa, CA","297329","31","MB","Bus","PT","1","20.006",,"0.5891",,"79.337",,"2.336",,"33.9629",,"9.3305",,"93748",,"159150",,"4686",,"2006",,"17057",,"20969",
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","DR","Demand Response","DO","107","3.2079",,"0.0473",,"163.2663",,"2.406",,"67.8583",,"10.8907",,"1308269",,"27674773",,"407832",,"169507",,"2541142",,"2627980",
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","LR","Light Rail","DO","43","1.1862",,"0.0699",,"391.6949",,"23.0783",,"16.9724",,"2.9542",,"5494338",,"78612388",,"4631772",,"200698",,"26610460",,"3606132",
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","DR","Demand Response","TN","13","1.7819",,"0.0256",,"171.729",,"2.4703",,"69.5161",,"7.4106",,"8610",,"335902",,"4832",,"1956",,"45327",,"40945",
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","MB","Bus","DO","204","1.1961",,"0.069",,"173.5901",,"10.0073",,"17.3463",,"4.6932",,"7506162",,"108856298",,"6275461",,"627088",,"23194460",,"7320594",
"Santa Barbara Metropolitan Transit District","Santa Barbara","CA","90020","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79282","Santa Barbara, CA","202197","80","MB","Bus","DO","80","1.1477",,"0.1864",,"137.2568",,"22.2858",,"6.1589",,"1.5043",,"4679201",,"25109479",,"4076921",,"182938",,"16692021",,"2237670",
"City of Norwalk , dba: Norwalk Transit System","Norwalk","CA","90022","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","31","MB","Bus","DO","24","0.2639",,"0.0146",,"159.1793",,"8.8248",,"18.0376",,"4.295",,"208327",,"14240024",,"789462",,"89459",,"3315513",,"1006323",
"City of Norwalk , dba: Norwalk Transit System","Norwalk","CA","90022","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","31","DR","Demand Response","PT","7","0.9774",,"0.0137",,"110.0744",,"1.5444",,"71.2733",,"33.9358",,"9741",,"710310",,"9966",,"6453",,"20931",,"37153",
"Long Beach Transit","Long Beach","CA","90023","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","144","MB","Bus","DO","136","0.3982",,"0.0684",,"171.3371",,"29.4488",,"5.8181",,"1.9383",,"6923822",,"101173374",,"17389283",,"590493",,"52197593",,"5819512",
"Long Beach Transit","Long Beach","CA","90023","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","144","DR","Demand Response","PT","8","1.7006",,"0.0296",,"86.0247",,"1.4973",,"57.4515",,"12.6495",,"34994",,"1182237",,"20578",,"13743",,"93461",,"122953",
"City of La Mirada , dba: La Mirada Transit","La Mirada","CA","90024","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","6","DR","Demand Response","PT","6","0.7953",,"0.0203",,"179.9092",,"4.5849",,"39.2395",,"15.0707",,"19606",,"967372",,"24653",,"5377",,"64189",,"50841",
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","DR","Demand Response","PT","51","4.3486",,"0.0622",,"104.0418",,"1.4873",,"69.9522",,"5.4659",,"735450",,"11830592",,"169124",,"113710",,"2164448",,"2085026",
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","CB","Commuter Bus","PT","9","2.6904",,"0.1295",,"229.967",,"11.0704",,"20.7731",,"0.8995",,"212806",,"1643114",,"79098",,"7145",,"1826720",,"202532",
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","DO","114","0.8581",,"0.2486",,"160.7347",,"46.5726",,"3.4513",,"0.4877",,"25518764",,"102639042",,"29739499",,"638562",,"210464585",,"11626878",
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","DR","Demand Response","TX","45","4.6525",,"0.1351",,"102.878",,"2.9881",,"34.4296",,"2.5765",,"111856",,"827756",,"24042",,"8046",,"321266",,"283487",
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","MB","Bus","PT","289","1.0118",,"0.1681",,"81.0013",,"13.4544",,"6.0204",,"1.5997",,"14679394",,"87341863",,"14507531",,"1078277",,"54597223",,"11103840",
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","MB","Bus","DO","220","1.1314",,"0.1453",,"126.429",,"16.2408",,"7.7846",,"1.7612",,"14818612",,"101962826",,"13097957",,"806483",,"57895463",,"9426104",
"City of Fresno, dba: Fresno Area Express","Fresno","CA","90027","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","31843","Fresno, CA","717589","145","DR","Demand Response","PT","40","1.075",,"0.0193",,"111.1247",,"1.9918",,"55.7917",,"8.1451",,"144834",,"7516475",,"134724",,"67640",,"922820",,"798928",
"City of Fresno, dba: Fresno Area Express","Fresno","CA","90027","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","31843","Fresno, CA","717589","145","MB","Bus","DO","105","0.4777","W","0.0611",,"129.4413",,"16.5582","W","7.8173","W","2.7492","W","3337360",,"54609841",,"6985740","W","421889",,"19863695","W","4788756",
"Omnitrans","San Bernardino","CA","90029","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","75340","Riverside--San Bernardino, CA","2276703","143","MB","Bus","DO","99","1.4242",,"0.1124",,"143.2882",,"11.3114",,"12.6675",,"2.3349",,"6899824",,"61371917",,"4844815",,"428311",,"26284815",,"5752876",
"Omnitrans","San Bernardino","CA","90029","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","75340","Riverside--San Bernardino, CA","2276703","143","MB","Bus","PT","8","1.0571",,"0.0395",,"114.9775",,"4.2937",,"26.7779",,"5.6695",,"136618",,"3460592",,"129233",,"30098",,"610388",,"401860",
"Omnitrans","San Bernardino","CA","90029","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","75340","Riverside--San Bernardino, CA","2276703","143","DR","Demand Response","PT","36","6.0488",,"0.071",,"138.5928",,"1.6273",,"85.168",,"7.4505",,"767387",,"10804833",,"126865",,"77961",,"1450219",,"1252158",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","231","CR","Commuter Rail","DO","30","4.5598",,"0.0905",,"813.4222",,"16.1529",,"50.3575",,"1.9301",,"56345",,"622268",,"12357",,"765",,"322394",,"24167",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","231","MB","Bus","PT","135","1.1193",,"0.0833",,"125.6265",,"9.3536",,"13.4308",,"3.1161",,"4414637",,"52970927",,"3944001",,"421654",,"16998976",,"5253714",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","231","DR","Demand Response","PT","16","11.9738",,"0.0953",,"229.3901",,"1.8249",,"125.7025",,"7.8235",,"866617",,"9097841",,"72376",,"39661",,"1162888",,"734694",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","231","YR","Hybrid Rail","PT","10","0.88",,"0.0407",,"813.0202",,"37.6102",,"21.617",,"2.9081",,"1145208",,"28132125",,"1301389",,"34602",,"9673850",,"761404",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","231","CR","Commuter Rail","PT","32","4.1537",,"0.072",,"658.2285",,"11.4162",,"57.6572",,"2.1798",,"2392723",,"33213554",,"576052",,"50459",,"15236636",,"1583133",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","231","YR","Hybrid Rail","DO","8","1.0303",,"0.0478",,"1076.8524",,"49.9786",,"21.5463",,"2.589",,"21627",,"452278",,"20991",,"420",,"174694",,"9247",
"Riverside Transit Agency","Riverside","CA","90031","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","75340","Riverside--San Bernardino, CA","2276703","186","DR","Demand Response","PT","53","2.7847",,"0.0425",,"106.7907",,"1.6306",,"65.4917",,"5.9321",,"421162",,"9905154",,"151243",,"92753",,"1669764",,"1647811",
"Riverside Transit Agency","Riverside","CA","90031","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","75340","Riverside--San Bernardino, CA","2276703","186","MB","Bus","PT","46","1.1232",,"0.0544",,"97.15",,"4.7045",,"20.6503",,"1.9356",,"748079",,"13753332",,"666012",,"141568",,"7105443",,"2142364",
"Riverside Transit Agency","Riverside","CA","90031","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","75340","Riverside--San Bernardino, CA","2276703","186","MB","Bus","DO","79","0.7551",,"0.0494",,"154.336",,"10.0874",,"15.2998",,"2.2471",,"2394213",,"48509206",,"3170571",,"314309",,"21587207",,"4099097",
"Riverside Transit Agency","Riverside","CA","90031","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","75340","Riverside--San Bernardino, CA","2276703","186","CB","Commuter Bus","DO","8","2.0171",,"0.0617",,"204.0906",,"6.2411",,"32.701",,"0.9463",,"246488",,"3996094",,"122201",,"19580",,"4222704",,"525907",
"City of Phoenix Public Transit Department , dba: Valley Metro","Phoenix","AZ","90032","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","69184","Phoenix--Mesa--Scottsdale, AZ","3976313","507","MB","Bus","PT","388","0.5915",,"0.0615",,"119.5137",,"12.4288",,"9.6158",,"2.9943",,"11662645",,"189599100",,"19717393",,"1586422",,"63320770",,"19882203",
"City of Phoenix Public Transit Department , dba: Valley Metro","Phoenix","AZ","90032","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","69184","Phoenix--Mesa--Scottsdale, AZ","3976313","507","DR","Demand Response","PT","119","1.7688",,"0.025",,"84.4247",,"1.1951",,"70.6414",,"8.4286",,"502968",,"20087506",,"284359",,"237934",,"2383246",,"3078661",
