"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Red Lodge Area Community Foundation, dba: Carbon County Area Ride & Transit","Red Lodge","MT","88303","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"2","DR","Demand Response","DO","2","1.7624",,"0.021",,"56.5747",,"0.6757",,"83.7247",,"0",,"3419",,"162426",,"1940",,"2871",,,,"58757",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","74179","Reno, NV--CA","446529","449","CB","Commuter Bus","PT","3","2.1575",,"0.088",,"149.3992",,"6.0952",,"24.511",,"1.0949",,"43515",,"494362",,"20169",,"3309",,"451505",,"99831",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","74179","Reno, NV--CA","446529","449","DR","Demand Response","PT","41","0.8228",,"0.0164",,"111.6519",,"2.2236",,"50.2131",,"7.1213",,"162457",,"9914019",,"197439",,"88794",,"1392158",,"1366842",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","74179","Reno, NV--CA","446529","449","DR","Demand Response","TN","11","0.8109",,"0.0664",,"82.6091",,"6.7677",,"12.2064",,"3.2805",,"11316",,"170340",,"13955",,"2062",,"51925",,"47629",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","74179","Reno, NV--CA","446529","449","DR","Demand Response","TX","7","2.7917",,"0.1334",,"85.1539",,"4.0704",,"20.9205",,"3.2886",,"49908",,"373996",,"17877",,"4392",,"113726",,"105682",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","74179","Reno, NV--CA","446529","449","MB","Bus","PT","53","0.6348",,"0.0959",,"137.057",,"20.7169",,"6.6157",,"2.0417",,"3358499",,"35002856",,"5290863",,"255389",,"17143892",,"2839608",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","74179","Reno, NV--CA","446529","449","VP","Vanpool","PT","334","7.1323",,"1.2674",,"30.218",,"5.3695",,"5.6277",,"0.1633",,"4680469",,"3693063",,"656232",,"122214",,"22612025",,"5125259",
"City and County of Honolulu","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","39889","Honolulu, HI","853252","715","DR","Demand Response","PT","218","1.4358",,"0.0235",,"142.4692",,"2.3336",,"61.0506",,"5.7055",,"1587418",,"67498078",,"1105609",,"473773",,"11830443",,"6850540",
"City and County of Honolulu","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","39889","Honolulu, HI","853252","715","DR","Demand Response","TX","93","1.4727",,"0.0611",,"70.3614",,"2.9186",,"24.1082",,"2.9029",,"136449",,"2233693",,"92653",,"31746",,"769462",,"670455",
"City and County of Honolulu","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","39889","Honolulu, HI","853252","715","HR","Heavy Rail","PT","20","1.2658",,"0.0177",,"848.4029",,"11.8483",,"71.6054",,"15.8093",,"1465557",,"82907633",,"1157841",,"97722",,"5244236",,"2379168",
"City and County of Honolulu","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","39889","Honolulu, HI","853252","715","MB","Bus","PT","384","1.1108",,"0.1863",,"173.7049",,"29.1287",,"5.9634",,"1.304",,"45600127",,"244810974",,"41052559",,"1409350",,"187738160",,"18589023",
"San Francisco Bay Area Rapid Transit District, dba: SF BART","Oakland","CA","90003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","582","HR","Heavy Rail","DO","566","3.9778",,"0.2486",,"374.5003",,"23.4061",,"16.0001",,"1.1494",,"211709150",,"851562085",,"53222212",,"2273862",,"740857064",,"71858025",
"San Francisco Bay Area Rapid Transit District, dba: SF BART","Oakland","CA","90003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","582","MG","Monorail/Automated Guideway","PT","2","6.3818",,"0.3103",,"445.3226",,"21.6563",,"20.5632",,"6.4664",,"2757060",,"8883741",,"432021",,"19949",,"1373827",,"258320",
"San Francisco Bay Area Rapid Transit District, dba: SF BART","Oakland","CA","90003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","582","YR","Hybrid Rail","DO","14","3.0933",,"0.1753",,"560.4821",,"31.7656",,"17.6443",,"2.4996",,"3938152",,"22463561",,"1273133",,"40079",,"8986977",,"1113639",
"Golden Empire Transit District","Bakersfield","CA","90004","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","04681","Bakersfield, CA","570235","93","DR","Demand Response","DO","42","4.7136",,"0.1154",,"93.4914",,"2.2883",,"40.8557",,"6.6136",,"923977",,"8008661",,"196023",,"85662",,"1210932",,"1448788",
"Golden Empire Transit District","Bakersfield","CA","90004","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","04681","Bakersfield, CA","570235","93","MB","Bus","DO","51","0.9419",,"0.1089",,"146.0013",,"16.8831",,"8.6478",,"2.488",,"3427743",,"31471019",,"3639198",,"215553",,"12649049",,"2551647",
"Navajo Nation","Fort Defiance","AZ","90005","Tribe","Reduced Reporter","2024","00004","Arizona Non-UZA","1296856","18","CB","Commuter Bus","DO","18","0",,"0",,"174.0687",,"6.604",,"26.358",,"0",,,,"2114413",,"80219",,"12147",,,,"431181",
"Santa Cruz Metropolitan Transit District","Santa Cruz","CA","90006","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","79336","Santa Cruz, CA","169038","97","CB","Commuter Bus","DO","10","11.9065",,"0.3498",,"292.6754",,"8.5975",,"34.042",,"1.1457",,"1601416",,"4578614",,"134499",,"15644",,"3996209",,"424962",
"Santa Cruz Metropolitan Transit District","Santa Cruz","CA","90006","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","79336","Santa Cruz, CA","169038","97","DR","Demand Response","DO","29","3.5146",,"0.0425",,"162.9675",,"1.9715",,"82.6619",,"12.3968",,"247209",,"5814193",,"70337",,"35677",,"469006",,"407218",
"Santa Cruz Metropolitan Transit District","Santa Cruz","CA","90006","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","79336","Santa Cruz, CA","169038","97","MB","Bus","DO","58","1.9756",,"0.1572",,"271.1733",,"21.5789",,"12.5666",,"2.4427",,"7323407",,"46582964",,"3706882",,"171783",,"19070073",,"2253439",
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","162","DR","Demand Response","PT","2","0.358",,"0.0045",,"93.9314",,"1.1888",,"79.0162",,"51.446",,"992",,"218954",,"2771",,"2331",,"4256",,"10460",
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","162","DR","Demand Response","TN","36","0.3581",,"0.0172",,"133",,"6.3901",,"20.8134",,"10.6356",,"9485",,"551285",,"26487",,"4145",,"51834",,"51688",
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","162","MB","Bus","DO","124","0.7461",,"0.0725",,"206.175",,"20.0277",,"10.2945",,"2.967",,"6419348",,"88575877",,"8604201",,"429615",,"29853720",,"3925400",
"San Mateo County Transit District, dba: SamTrans","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","361","DR","Demand Response","PT","79","2.2677",,"0.0221",,"163.7181",,"1.5929",,"102.7773",,"10.7492",,"540919",,"24515973",,"238535",,"149745",,"2280729",,"1939741",
"San Mateo County Transit District, dba: SamTrans","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","361","DR","Demand Response","TX","45","2.686",,"0.0357",,"193.3581",,"2.5686",,"75.2764",,"4.9104",,"68648",,"1923913",,"25558",,"9950",,"391803",,"293718",
"San Mateo County Transit District, dba: SamTrans","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","361","MB","Bus","DO","178","1.1483",,"0.0589",,"370.1192",,"18.9943",,"19.4858",,"6.1144",,"9089619",,"154247173",,"7915890",,"416750",,"25226670",,"4177512",
"San Mateo County Transit District, dba: SamTrans","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","361","MB","Bus","PT","59","1.4593",,"0.0869",,"214.094",,"12.7473",,"16.7952",,"2.7911",,"3028987",,"34860497",,"2075617",,"162828",,"12489983",,"1929825",
"City of Torrance, dba: Torrance Transit System","Torrance","CA","90010","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","74","DR","Demand Response","TX","36","2.4914",,"0.1285",,"140.9373",,"7.2684",,"19.3905",,"4.4534",,"73012",,"568259",,"29306",,"4032",,"127601",,"96960",
"City of Torrance, dba: Torrance Transit System","Torrance","CA","90010","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","74","MB","Bus","DO","38","0.5498",,"0.0364",,"208.4245",,"13.8169",,"15.0848",,"2.9616",,"1120409",,"30738655",,"2037725",,"147481",,"10378967",,"1800382",
"Reno-Sparks Indian Colony, dba: Reno Sparks Indian Colony","Reno","NV","90011","Tribe","Reduced Reporter","2024","74179","Reno, NV--CA","446529","2","MB","Bus","DO","2","0",,"0",,"58.4537",,"2.0423",,"28.6221",,"0",,"0",,"231009",,"8071",,"3952",,,,"69235",
"San Joaquin Regional Transit District, dba: San Joaquin RTD","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","85087","Stockton, CA","414847","105","CB","Commuter Bus","DO","6","5.7711",,"0.0947",,"236.3892",,"3.8779",,"60.9585",,"1.6523",,"225027",,"2376893",,"38992",,"10055",,"1438507",,"310133",
"San Joaquin Regional Transit District, dba: San Joaquin RTD","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","85087","Stockton, CA","414847","105","DR","Demand Response","DO","11","3.6482",,"0.0339",,"171.4205",,"1.5925",,"107.6411",,"13.5937",,"90238",,"2662503",,"24735",,"15532",,"195863",,"307422",
"San Joaquin Regional Transit District, dba: San Joaquin RTD","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","85087","Stockton, CA","414847","105","DR","Demand Response","PT","14","3.0869",,"0.0517",,"145.3869",,"2.4361",,"59.6804",,"11.6413",,"176736",,"3416884",,"57253",,"23502",,"293514",,"343108",
"San Joaquin Regional Transit District, dba: San Joaquin RTD","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","85087","Stockton, CA","414847","105","MB","Bus","DO","74","0.9258",,"0.0613",,"199.1449",,"13.1941",,"15.0935",,"3.6366",,"2254574",,"36758365",,"2435378",,"184581",,"10107886",,"2213858",
"Santa Clara Valley Transportation Authority, dba: Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","79039","San Jose, CA","1837446","520","DR","Demand Response","PT","130","3.7717",,"0.0507",,"114.0147",,"1.5321",,"74.4182",,"7.0916",,"1362535",,"26883858",,"361254",,"235793",,"3790920",,"3817480",
"Santa Clara Valley Transportation Authority, dba: Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","79039","San Jose, CA","1837446","520","LR","Light Rail","DO","38","1.0471",,"0.0363",,"732.1778",,"25.3542",,"28.8779",,"5.5874",,"4945552",,"136390816",,"4723010",,"186281",,"24410341",,"2618995",
"Santa Clara Valley Transportation Authority, dba: Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","79039","San Jose, CA","1837446","520","MB","Bus","DO","341","1.0472",,"0.0733",,"237.9031",,"16.6614",,"14.2787",,"3.0517",,"23493505",,"320325060",,"22433782",,"1346452",,"104965619",,"15510253",
"Santa Clara Valley Transportation Authority, dba: Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","79039","San Jose, CA","1837446","520","MB","Bus","PT","11","0.4752",,"0.04",,"133.4308",,"11.2337",,"11.8778",,"2.9755",,"91588",,"2289273",,"192736",,"17157",,"769369",,"173819",
"Alameda-Contra Costa Transit District, dba: AC Transit","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","619","CB","Commuter Bus","DO","41","4.4",,"0.256",,"299.9855",,"17.4546",,"17.1866",,"1.4758",,"2361220",,"9223055",,"536641",,"30745",,"6249729",,"470322",
"Alameda-Contra Costa Transit District, dba: AC Transit","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","619","DR","Demand Response","PT","180","3.9216",,"0.034",,"150.5222",,"1.3043",,"115.4087",,"11.9726",,"1882757",,"55407507",,"480098",,"368102",,"4627850",,"5025019",
"Alameda-Contra Costa Transit District, dba: AC Transit","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","619","MB","Bus","DO","371","1.1897",,"0.0853",,"288.1729",,"20.6673",,"13.9434",,"4.1599",,"40368255",,"473114563",,"33931071",,"1641773",,"113732863",,"16416600",
"Alameda-Contra Costa Transit District, dba: AC Transit","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","619","MB","Bus","PT","12","2.4487",,"0.1306",,"150.611",,"8.0318",,"18.7518",,"1.6139",,"483648",,"3703675",,"197510",,"24591",,"2294806",,"396327",
"Alameda-Contra Costa Transit District, dba: AC Transit","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","619","RB","Bus Rapid Transit","DO","15","0.4001",,"0.0835",,"289.0589",,"60.3272",,"4.7915",,"1.8469",,"1920012",,"22994345",,"4798970",,"79549",,"12450361",,"708670",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","777","CC","Cable Car","DO","26","4.6007",,"0.2229",,"871.2709",,"42.2116",,"20.6406",,"16.6213",,"18061370",,"81030809",,"3925803",,"93003",,"4875106",,"199513",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","777","DR","Demand Response","PT","106","2.248",,"0.0247",,"136.3758",,"1.4954",,"91.1949",,"15.774",,"571246",,"23173798",,"254113",,"169926",,"1469112",,"1271406",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","777","LR","Light Rail","DO","109","0.5024",,"0.0589",,"412.1035",,"48.3084",,"8.5307",,"3.6485",,"14182210",,"240826682",,"28230682",,"584384",,"66007121",,"4977464",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","777","MB","Bus","DO","364","0.5024",,"0.0762",,"301.5959",,"45.7332",,"6.5947",,"3.0415",,"39113086",,"513444763",,"77857337",,"1702426",,"168811279",,"13378563",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","777","SR","Streetcar Rail","DO","14","0.5024",,"0.0606",,"631.1922",,"76.1435",,"8.2895",,"6.1931",,"1923124",,"31733186",,"3828113",,"50275",,"5123939",,"251848",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency","San Francisco","CA","90015","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","777","TB","Trolleybus","DO","158","0.5024",,"0.0981",,"281.2956",,"54.9153",,"5.1224",,"3.6126",,"23333992",,"237922927",,"46447945",,"845811",,"65859106",,"5087866",
"Golden Gate Bridge, Highway and Transportation District","San Francisco","CA","90016","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","78904","San Francisco--Oakland, CA","3515933","73","DR","Demand Response","PT","13","7.1442",,"0.0448",,"233.822",,"1.4669",,"159.3975",,"11.1975",,"82666",,"1844388",,"11571",,"7888",,"164715",,"158222",
